1 1
2 1
3 1.346
4 1.947
5 3.016
6 4.38
7 6.006
8 7.801
9 10.429
10 12.156
11 16.095
12 19.961
13 23.747
14 25.572
15 32.547
16 36.719
17 40.713
18 46.945
19 52.135
20 60.788
21 69.438
22 77.364
23 80.034
24 82.798
25 94.304
26 93.879
27 107.98
28 117.272
29 135.237
1 13.737
2 9.451
3 6.952
4 4.528
5 3.074
6 2.287
7 1.601
8 1.185
9 1
